"Notes","Occurrence County","Occurrence County Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Skagit County, WA","53057","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",106,Not Applicable,Not Applicable,0.0%
,"Skagit County, WA","53057","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",16,Not Applicable,Not Applicable,0.0%
,"Skamania County, WA","53059","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",78,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to use of opioids, dependence syndrome","F11.2",21,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",50,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",18,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",17,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",54,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",4491,Not Applicable,Not Applicable,0.2%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",49,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",142,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",163,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",437,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",610,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",11,Not Applicable,Not Applicable,0.0%
,"Snohomish County, WA","53061","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",26,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",63,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",11,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",33,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",160,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",5658,Not Applicable,Not Applicable,0.2%
,"Spokane County, WA","53063","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",159,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",346,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",263,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",336,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",629,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",22,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",11,Not Applicable,Not Applicable,0.0%
,"Spokane County, WA","53063","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",33,Not Applicable,Not Applicable,0.0%
,"Stevens County, WA","53065","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",10,Not Applicable,Not Applicable,0.0%
,"Stevens County, WA","53065","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",466,Not Applicable,Not Applicable,0.0%
,"Stevens County, WA","53065","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",13,Not Applicable,Not Applicable,0.0%
,"Stevens County, WA","53065","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,Not Applicable,Not Applicable,0.0%
,"Stevens County, WA","53065","Assault by drugs, medicaments and biological substances","X85",11,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Mental and behavioural disorders due to use of opioids, dependence syndrome","F11.2",16,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",27,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",28,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",48,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",2818,Not Applicable,Not Applicable,0.1%
,"Thurston County, WA","53067","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",83,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",49,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",108,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",142,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",276,Not Applicable,Not Applicable,0.0%
,"Thurston County, WA","53067","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",17,Not Applicable,Not Applicable,0.0%
,"Wahkiakum County, WA","53069","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",32,Not Applicable,Not Applicable,0.0%
,"Walla Walla County, WA","53071","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",11,Not Applicable,Not Applicable,0.0%
,"Walla Walla County, WA","53071","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",530,Not Applicable,Not Applicable,0.0%
,"Walla Walla County, WA","53071","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",76,Not Applicable,Not Applicable,0.0%
,"Walla Walla County, WA","53071","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,Not Applicable,Not Applicable,0.0%
,"Walla Walla County, WA","53071","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,Not Applicable,Not Applicable,0.0%
,"Walla Walla County, WA","53071","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",39,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",15,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",35,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",2614,Not Applicable,Not Applicable,0.1%
,"Whatcom County, WA","53073","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",16,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",62,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",50,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",102,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",201,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",10,Not Applicable,Not Applicable,0.0%
,"Whatcom County, WA","53073","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,Not Applicable,Not Applicable,0.0%
,"Whitman County, WA","53075","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",187,Not Applicable,Not Applicable,0.0%
,"Whitman County, WA","53075","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",12,Not Applicable,Not Applicable,0.0%
,"Whitman County, WA","53075","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",19,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",24,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",1546,Not Applicable,Not Applicable,0.1%
,"Yakima County, WA","53077","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",43,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",10,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",91,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",227,Not Applicable,Not Applicable,0.0%
,"Yakima County, WA","53077","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",132,Not Applicable,Not Applicable,0.0%
,"Barbour County, WV","54001","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",135,Not Applicable,Not Applicable,0.0%
,"Barbour County, WV","54001","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",112,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",22,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of cannabinoids, harmful use","F12.1",25,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",27,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder","F13.9",14,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",42,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",28,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",845,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",98,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",37,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",104,Not Applicable,Not Applicable,0.0%
,"Berkeley County, WV","54003","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",188,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",29,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",32,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",150,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",23,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,Not Applicable,Not Applicable,0.0%
,"Boone County, WV","54005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",59,Not Applicable,Not Applicable,0.0%
,"Braxton County, WV","54007","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",98,Not Applicable,Not Applicable,0.0%
,"Braxton County, WV","54007","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",13,Not Applicable,Not Applicable,0.0%
,"Braxton County, WV","54007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",18,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",11,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",305,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",10,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",10,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,Not Applicable,Not Applicable,0.0%
,"Brooke County, WV","54009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",223,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",37,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of cannabinoids, harmful use","F12.1",36,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",45,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder","F13.9",30,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",61,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",171,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",14,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",1238,Not Applicable,Not Applicable,0.1%
,"Cabell County, WV","54011","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",223,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",118,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",60,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",128,Not Applicable,Not Applicable,0.0%
,"Cabell County, WV","54011","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",468,Not Applicable,Not Applicable,0.0%
,"Calhoun County, WV","54013","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",58,Not Applicable,Not Applicable,0.0%
,"Clay County, WV","54015","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",45,Not Applicable,Not Applicable,0.0%
,"Clay County, WV","54015","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,Not Applicable,Not Applicable,0.0%
,"Doddridge County, WV","54017","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",44,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",59,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to use of cannabinoids, harmful use","F12.1",11,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",12,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",39,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",251,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",28,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",19,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",25,Not Applicable,Not Applicable,0.0%
,"Fayette County, WV","54019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",110,Not Applicable,Not Applicable,0.0%
,"Gilmer County, WV","54021","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",42,Not Applicable,Not Applicable,0.0%
,"Grant County, WV","54023","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",13,Not Applicable,Not Applicable,0.0%
,"Grant County, WV","54023","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",111,Not Applicable,Not Applicable,0.0%
,"Grant County, WV","54023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",40,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",41,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",502,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",33,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",11,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,Not Applicable,Not Applicable,0.0%
,"Greenbrier County, WV","54025","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",78,Not Applicable,Not Applicable,0.0%
,"Hampshire County, WV","54027","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",201,Not Applicable,Not Applicable,0.0%
,"Hampshire County, WV","54027","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",13,Not Applicable,Not Applicable,0.0%
,"Hampshire County, WV","54027","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,Not Applicable,Not Applicable,0.0%
,"Hampshire County, WV","54027","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,Not Applicable,Not Applicable,0.0%
,"Hancock County, WV","54029","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",19,Not Applicable,Not Applicable,0.0%
,"Hancock County, WV","54029","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",12,Not Applicable,Not Applicable,0.0%
,"Hancock County, WV","54029","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",76,Not Applicable,Not Applicable,0.0%
,"Hancock County, WV","54029","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",15,Not Applicable,Not Applicable,0.0%
,"Hancock County, WV","54029","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",37,Not Applicable,Not Applicable,0.0%
,"Hardy County, WV","54031","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",95,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",65,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",11,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",58,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",916,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",57,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",22,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",24,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,Not Applicable,Not Applicable,0.0%
,"Harrison County, WV","54033","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",130,Not Applicable,Not Applicable,0.0%
,"Jackson County, WV","54035","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",13,Not Applicable,Not Applicable,0.0%
,"Jackson County, WV","54035","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",21,Not Applicable,Not Applicable,0.0%
,"Jackson County, WV","54035","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",126,Not Applicable,Not Applicable,0.0%
,"Jackson County, WV","54035","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",13,Not Applicable,Not Applicable,0.0%
,"Jackson County, WV","54035","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",14,Not Applicable,Not Applicable,0.0%
,"Jackson County, WV","54035","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,Not Applicable,Not Applicable,0.0%
,"Jefferson County, WV","54037","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",40,Not Applicable,Not Applicable,0.0%
,"Jefferson County, WV","54037","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",16,Not Applicable,Not Applicable,0.0%
,"Jefferson County, WV","54037","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",557,Not Applicable,Not Applicable,0.0%
,"Jefferson County, WV","54037","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",35,Not Applicable,Not Applicable,0.0%
,"Jefferson County, WV","54037","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,Not Applicable,Not Applicable,0.0%
,"Jefferson County, WV","54037","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",57,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",287,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",34,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of cannabinoids, harmful use","F12.1",67,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder","F12.9",11,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",57,Not Applicable,Not Applicable,0.0%
