FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2023,SEP,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,2,243.0077029
2023,SEP,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,5,4.609954083
2023,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,3,0.700188144
2023,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,2,0.174165187
2023,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,5,14.7357
2023,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,1,0.0355
2023,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,1,57.9606
2023,SEP,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Fentanyl,1,48.5012
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Fentanyl,1,0
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,4,0.1386
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,1,0
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other Drugs**,1,0.0488
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,2,0.1023
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,4,1.7154
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,2,11.6911
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,3,36.7248
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,1,0.0015
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,26.9892
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,1,0.0265
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,5,6.9687
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,1,0.4874
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,0.0084
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,88,234.5697
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,9,83.6204
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,12,3.4689
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Fentanyl,1,0.0139
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,7,0.0709
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,6,0.0311
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Ecstasy,1,0.0064
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,3,3.8674
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,4,2804.2986
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,3,0.7232
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,4,12.9565
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,8,4.8068
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,6,148.8914
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,2,1.7548
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,5,0.2921
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Ecstasy,1,0.0025
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Fentanyl,1,0.0441
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,17,255.4897
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,8,82.7893
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,28,1560.6835
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,2,0.4012
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,4,211.4595
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,2,23.5936
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,1,5.291
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,1,0.0145
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,1,16.314
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,5,30.5411
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,3,0.0544
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,18,117.4341
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,6,0.2915
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,4,0.2227
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,2,4.9524
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,11,0.4121
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,2,84.4526
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,2,1.7483
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,1,13.22773572
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,1,58.53273056
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,1,0.039462745
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,4,64.61528437
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,1,0.009259415
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,1,0.224871507
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,1,75.92925333
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,58,75.13466325
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,2,1.547667125
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,41,54.68808917
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,15,94.40952449
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,38,6.487697307
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,5,20.76754508
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,12,0.106417134
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,29,127.6458419
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),10,157.6774758
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,1,0.002050299
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,423,2696.859581
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,33,201.26906
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,162,669.6355138
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,2,0.386690808
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,14,151.541019
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,6,25.59238373
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,3,72.15531419
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,5,0.736564417
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,10,78.55489273
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Khat (Catha Edulis),2,53.61642212
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,3,0.00736344
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,40,1440.137319
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,13,151.1983765
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,182,619.605219
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,26,139.9516485
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,3,0.14662945
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,5,2.88585101
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Heroin,1,0.002204623
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,7,22.2512561
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,61,384.6196748
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,6,4.469695992
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,306,197.7848083
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,3,113.9794304
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,1,1.286176837
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,1,0.445333769
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,1,0.766767747
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,15,187.3047378
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,1,0.02821917
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,290,2411.923946
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,15,389.6408131
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,207,180.6122972
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,11,54.09570708
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,22,16.03993029
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.002204623
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,1,0.003968321
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,20,242.2887976
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,14,0.02733732
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,31,803.5927934
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,7,0.069621982
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,347,481.2448451
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.031790658
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,25,34.34775586
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,11,0.585106843
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,3,43.86537627
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Fentanyl,1,0.029541943
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,1,56.01946077
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,22,282.0063527
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,58,430.8873181
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,8,8.828521513
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,7,12.39218375
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,85,182.13977
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,5,6.557870445
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,1,0.088184905
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ecstasy,1,0.110650009
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,8,160.2776738
2024 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,4,0.6093136
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,1,0.014330047
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ecstasy,1,0.035273962
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ketamine,1,0.086421207
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Lsd,2,0.300049139
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,23,1.674190418
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,1,0.010582189
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,5,0.400359468
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,2,0.009920802
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Fentanyl,1,0.009479877
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,37,21.60241362
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,2,0.012786811
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,2,0.00198416
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,1,0.004232875
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,1,0.021517117
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Fentanyl,1,0.120196025
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.186731536
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ketamine,1,0.004188783
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,96,11.01156088
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,73,7.454512511
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,1,0.000440925
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,1,0.027447552
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,73,8.960269761
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,3,0.047950542
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,17,6.686003112
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Cocaine,1,0.001322774
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ecstasy,1,0.005070632
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ketamine,1,0.005952481
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,3,43.36382462
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,4,1.456594165
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Cocaine,1,0.04585615
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,10,1.313293695
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,10,2.333372581
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ketamine,1,111.3334423
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,10,46.74221037
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,13,3.994313217
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,4,0.7290687
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Methamphetamine,3,13.33796685
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,4,14.31241005
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,9,0.064154518
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ketamine,2,0.004012413
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.000396832
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,6,0.622938168
2024 (FYTD),DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,32,96.56588792
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,13,137.7438513
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,4,37.76518548
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,1,2.777824501
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,54,126.1039509
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,12,1051.947875
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,15,17.404261
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,6,221.7223802
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,3,57.50497959
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,2,2.614219457
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,11,0.245286313
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,6,1241.165056
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,16,7.753437292
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,19,1179.346556
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,35,496.1469696
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,6,50.92678252
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,2,0.061949896
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,44,1.532962293
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,64,9106.952232
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,33,12.22549223
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,4,551.1126649
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,15,699.3497261
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,4,34.81584134
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,11,1.189349811
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,8,928.3211701
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,3,0.394429033
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Cocaine,1,0.000727525
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,0.049163084
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,2,0.022354873
2024 (FYTD),DEC,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,2,0.056592663
2024 (FYTD),DEC,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,6,44.9945
2024 (FYTD),DEC,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Cocaine,1,1.0979
2024 (FYTD),DEC,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Fentanyl,1,0.4806
2024 (FYTD),DEC,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Heroin,1,0.4608
2024 (FYTD),DEC,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Methamphetamine,1,0.2646
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Cocaine,1,0.002
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,2,0.0145
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,1,0.0015
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Cocaine,1,5.378
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Fentanyl,1,0.5317
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,8,44.6326
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Methamphetamine,2,0.1239
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,2,16.3426
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,2,0.1303
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Fentanyl,1,0
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,1,5.0054
2024 (FYTD),DEC,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,2,0.2542
2024 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,2,0.0176
2024 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,4,5.3124
2024 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,60,501.376
2024 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,0.1746
2024 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,6,2.1517
2024 (FYTD),DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,1,0.0071
